"","Department"
"1533","Dr.N.A. Baloch Model School Hyderabad"
"1534","Dr.N.A. Baloch Model School Hyderabad"
"1535","Dr.N.A. Baloch Model School Hyderabad"
"1536","Dr.N.A. Baloch Model School Hyderabad"
"1537","Dr. N.A. Baloch Model School, Hyderabad"
"1538","Dr. N.A Baloch, Model School, Hyderabad"
"1539","Dr. N. A. Baloch, Model School, Hyderabad"
"1540","Dr. N. A. Baloch Model School Hyderabad"
"1541","Dr. N. A. Baloch Model School Hyderabad"
"1542","Dr. N. A. Baloch Model School Hyderabad"
"1543","Dr. N. A. Baloch Model School Hyderabad"
"1544","Dr. N. A. Baloch Model School Hyderabad"
"1545","Dr. N. A. Baloch Model School Hyderabad"
"1546","Dr. N. A. Baloch Model School Hyderabad"
"1547","Dr. N. A. Baloch Model School Hyderabad"
"1548","Dr. N. A. Baloch Model School Hyderabad"
"1549","Dr. N. A. Baloch Model School Hyderabad"
"1550","Dr. N. A. Baloch Model School Hyderabad"
"1551","Model School, Hyd:"
"1552","Model School, Hyd."
"1553","Model School Hyd"
"1554","Dr.N.A.Baloch Model School Hyd."
"1555","Dr. N.A. Baloch Model School Hyd"
"1556","Dr. N. A Baloch Model School Hyd."
"1557","D. N.A Baloch Model School, Hyd."
"1558","Model School Jamshoro"
"1559","Model School Jamshoro"
"1560","Mirpurkhas Campuse"
"1561","Mirpurkhas Campus"
"1562","Mirpurkhas Campus"
"1563","Mirpurkhas Campus"
"1564","Mirpurkhas Campus"
"1565","Mirpur khas Campus"
"1566","Mirpur khas Campus"
"1567","Mini Hospital"
"1568","Mini Hospital"
"1569","Mini Hospital"
"1570","Microbiology"
"1571","Instt:of  Microbiology"
"1572","Institute of Microbiology"
"1573","Institute of Microbiology"
"1574","Institute of Microbiology"
"1575","Institute of Microbiology"
"1576","Inst. of Microbiology"
"1577","Deptt: of Microbiology"
"1578","Dept. of Microbiology"
"1579","Department of Micro-Biology"
"1580","Department of Microbiology"
"1581","Department of Microbiology"
"1582","Department of Microbiology"
"1583","Department of Microbiology"
"1584","Department of Microbiology"
"1585","Department of Microbiology"
"1586","Department of Microbiology"
"1587","Department of Microbiology"
"1588","MCs Mc"
"1589","MBBSC Dadu"
"1590","MBBSC Dadu"
"1591","MBBSC Dadu"
"1592","MBBSC Dadu"
"1593","MBBSC Dadu"
"1594","Marui Hostel"
"1595","Marui Hostel"
"1596","Marui Hostel"
"1597","Marui Hostel"
"1598","Marui Hostel"
"1599","Marui Hostel"
"1600","Marui Hostel"
"1601","Maintenance & Custodial"
"1602","Directorate of Maintenance Custodial, Management facilities Coordination"
"1603","M.C.M.C"
"1604","Larkana Campus"
"1605","Larkana Campus"
"1606","Larkana Campus"
"1607","Lal Shahbaz Hostel"
"1608","Laar College at Badin"
"1609","Laar Campus Badin"
"1610","Laar Campus at Badin"
"1611","Khan Bahadur Syed Allahando Shah Hostel"
"1612","Khan Bahadur Syed Allahando Shah Hostel"
"1613","Khan Bahadur Syed Allahando Shah Hostel"
"1614","Khan Bahadur Syed Allahando Shah Boys Hostel"
"1615","Khan Bahadur Syed Allahando Shah Boys Hostel"
"1616","IT Service Centre @ HITECH"
"1617","ISO Cell"
"1618","ISO"
"1619","Internet Centre"
"1620","International Hostel"
"1621","International Boys Hostel"
"1622","International Boys Hostel"
"1623","Instt: of English Language & Literature"
"1624","Instt: of English Language & Literature"
"1625","Institute of English Language & Literature"
"1626","Institute of English Language & Literature"
"1627","Institute of English Language & Literature"
"1628","Institute of English Language & Literature"
"1629","Institute of English Language & Literature"
"1630","Institute of English Language & Literature"
"1631","Inst. Of English Languages & Literature"
"1632","Inst. Of English Languages & Literature"
"1633","Inst. Of English Languages & Literature"
"1634","Instt: of Business Admn."
"1635","Instt: of Business Administration"
"1636","Institute of Business Administration"
"1637","Institute of Business Administration"
"1638","Institute of Business Administration"
"1639","Institute of Business Administration"
"1640","Institute of Business Administration"
"1641","Institute of Business Administration"
"1642","Institute of Business Administration"
"1643","Inst. of Business Administration"
"1644","Instt: of Art & Design"
"1645","Inst. of Art & Design."
"1646","Inst. of Art & Design"
"1647","Instt: of  Commerce & Business Administration"
"1648","Instt:  Of Commerce"
"1649","Instt. of Chemistry"
"1650","Dr. M.A. Kazi Instt: of Chemistry"
"1651","Dr. M.A. Kazi  Inst. of Chemistry"
"1652","Institute of English"
"1653","Institute of Commerce"
"1654","Institute of Commerce"
"1655","Institute of Commerce"
"1656","Institute of Commerce"
"1657","Institute of Commerce"
"1658","Institute of Commerce"
"1659","Institute of Commerce"
"1660","Institute of Commerce"
"1661","Institute of Commerce"
"1662","Institute of Commerce"
"1663","Institute of  Commerce"
"1664","Institute of Business Admn."
"1665","Institute of Business Adminstration"
"1666","Institute of Business Adminstration"
"1667","Institute of Business Adminstration"
"1668","Institute of Artsw & Design"
"1669","Institute of Arts & Design"
"1670","Institute of Arts & Design"
"1671","Institute of Arts & Design"
"1672","Institute of Arts & Design"
"1673","Institute of Arts & Design"
"1674","Institute of Arts & Design"
"1675","Institute of Arts & Design"
"1676","Institute of Art & Design"
"1677","Institute of Art & Design"
"1678","Institute of Art & Design"
"1679","Institute of Arts and Deigns"
"1680","Inst. Of Physiology"
"1681","Inst. of Commerce"
"1682","Inst. of Commerce"
"1683","Inspector of Colleges"
"1684","Inspector of Colleges"
"1685","Inspector of Colleges"
"1686","Inspector of Colleges"
"1687","IBA"
"1688","I.T. Service Centre at High Tech."
"1689","I.T Service Centre at High Tech."
"1690","I.T Services Center"
"1691","I.B.S."
"1692","I.B.A"
"1693","High Tech Central Resources Laboratory"
"1694","Gymnastic hall"
"1695","Gymnastic Academy Hall"
"1696","Guest House"
"1697","Guest House"
"1698","Guest House"
"1699","Foreign Faculty hostel / Guest House"
"1700","Graduated Studies"
"1701","Director Graduate Studies"
"1702","Girls Hostels"
"1703","Girls Hostels"
"1704","Girls Hostels"
"1705","Girls Hostel"
"1706","Girls Common Room, Arts Faculty Building"
"1707","Ghulam Mustafa Shah Admin. Building"
"1708","General Branch (Teach)"
"1709","General Branch"
"1710","General Branch"
"1711","General Branch"
"1712","General Branch"
"1713","General Branch"
"1714","General Branch"
"1715","General Branch"
"1716","General Branch"
"1717","General Branch"
"1718","General Branch"
"1719","General Branch"
"1720","General Branch"
"1721","General Branch"
"1722","General Branch"
"1723","Fresh Water Biology & Fisheries"
"1724","Department of Fresh Water Biology And Fishries"
"1725","Department of Fresh Water Biology & Fisheries"
"1726","Department of Fresh Water Biology & Fisheries"
"1727","Department of Fresh Water Biology & Fisheries"
"1728","Department of Fresh Water Biology & Fisheries"
"1729","Department of Fresh Water Biology & Fisheries"
"1730","Department of Fresh Water Biology & Fisheries"
"1731","Fresh Water Biology"
"1732","Fresh Water Biology"
"1733","Deptt: of Fresh Water Biology & F."
"1734","Forgein Faculty Hostel"
"1735","Forgein Faculty Hostel"
"1736","Foreign Faculty Hostel"
"1737","Foreign Faculty Hostel"
"1738","Foreign Faculty Hostel"
"1739","Finance Wing"
"1740","Finance Wing"
"1741","Finance Wing"
"1742","Finance Wing"
"1743","Finance Wing"
"1744","Finance Wing"
"1745","Finance Wing"
"1746","Finance Wing"
"1747","Finance Wing"
"1748","Finance Wing"
"1749","Finance Wing"
"1750","Finance Wing"
"1751","Finance Wing"
"1752","Finance Wing"
"1753","Finance Wing"
"1754","Finance Wing"
"1755","Finance Wing"
"1756","Finance Wing"
"1757","Finance Wing"
"1758","Finance Wing"
"1759","Finance Wing"
"1760","Finance Wing"
"1761","Finance Wing"
"1762","Finance Wing"
"1763","Finance Wing"
"1764","Finance Wing"
"1765","Finance Wing"
"1766","Finance Wing"
"1767","Finance Wing"
"1768","Finance Wing"
"1769","Finance Wing"
"1770","Finance Wing"
"1771","Finance Wing"
"1772","Finance Wing"
"1773","Finance Wing"
"1774","Finance Wing"
"1775","Finance Wing"
"1776","Finance Wing"
"1777","Finance Wing"
"1778","Finance Wing"
"1779","Finance Wing"
"1780","Finance Wing"
"1781","Finance Wing"
"1782","Finance Wing"
"1783","Finance Wing"
"1784","Finance Wing"
"1785","Finance Wing"
"1786","Finance Wing"
"1787","Finance Wing"
"1788","Finance Wing"
"1789","Finance Wing"
"1790","Finance Wing"
"1791","Finance Wing"
"1792","Finance Wing"
"1793","Finance Wing"
"1794","Finance Wing"
"1795","Finance Wing"
"1796","Finance Wing"
"1797","Finance Wing"
"1798","Finance Wing"
"1799","Finance Wing"
"1800","Federal Government Boys Hostel"
"1801","Faculty of Social Science"
"1802","Faculty of Educ:"
"1803","DDCCE, Faculty of Edu:, Hyderabad"
"1804","Faculty of Ats"
"1805","Dean, Faculty of Arts"
"1806","Dean Faculty of Arts"
"1807","Facilitation Cell Group Insurance"
"1808","Facilitation Cell for Group Health Insurance"
"1809","Exams. Wing"
"1810","Exam. Wing. Semester"
"1811","Exam. Wing. Semester"
"1812","Examiniations Wing"
"1813","Examinations Wing (Semester)"
"1814","Examinations Wing (Semester)"
"1815","Examinations Wing (Semester)"
"1816","Examinations Wing (Semester)"
"1817","Examinations Wing (Semester)"
"1818","Examinations Wing (S)"
"1819","Examinations Wing (S)"
"1820","Examinations Wing (A)"
"1821","Examinations Wing (A)"
"1822","Examinations WIng"
"1823","Examinations Wing"
"1824","Examinations Wing"
"1825","Examinations Wing"
"1826","Examinations Wing"
"1827","Examinations Wing"
"1828","Examinations Wing"
"1829","Examinations Wing"
"1830","Examinations Wing"
"1831","Examinations Wing"
"1832","Examinations Wing"
"1833","Examinations Wing"
"1834","Examinations Wing"
"1835","Examinations Wing"
"1836","Examinations Wing"
"1837","Examinations Wing"
"1838","Examinations Wing"
"1839","Examinations Wing"
"1840","Examinations Wing"
"1841","Examinations Wing"
"1842","Examinations Wing"
"1843","Examinations Wing"
"1844","Examinations Wing"
"1845","Examinations Wing"
"1846","Examinations Wing"
"1847","Examination Wing(Semester)"
"1848","Examination Wing Semester"
"1849","Examination Wing Semester"
"1850","Examination Wing (Semester)"
"1851","Examination Wing (Semester)"
"1852","Examination Wing (sec.Section)"
"1853","Examination Wing"
"1854","Examination Wing"
"1855","Examination Wing"
"1856","Examination Wing"
"1857","Examination Wing"
"1858","Examination Wing"
"1859","Examination Wing"
"1860","Estate Office"
"1861","Elsa Kazi Campus, hyderabad"
"1862","Elsa Kazi Campus, Hyderabad"
"1863","Elsa Kazi Campus, Hyderabad"
"1864","Elsa Kazi Campus Hyderabad"
"1865","Elsa kazi campus hyderabad"
"1866","Elsa Kazi Campus Hyderabad"
"1867","Elsa Kazi Campus Hyderabad"
"1868","Elsa Kazi Campus Hyderabad"
"1869","Elsa Kazi Campus Hyderabad"
"1870","Elsa Kazi Campus, Hyd."
"1871","EK Campus, Hyderabad"
"1872","Dr. Shams Abbasi Post Graduate"
"1873","Dr. NABMS Hyderabad"
"1874","Dr. NABMS Hyderabad"
"1875","Dr. N.A.Baloch"
"1876","Dr. N. A. Baloch, Model School"
"1877","Dr. N. A. Baloch Model School"
"1878","Dr. N. A. Baloch Model School"
"1879","Dr. M.A. Kazi Institute of Chemistry"
"1880","Dr. M.A Kazi Institute of Chemistry"
"1881","Dr. M. A. Kazi Institute of Chemistry"
"1882","Dr. M. A. Kazi Institute of Chemistry"
"1883","Dr. M. A. Kazi Institute of Chemistry"
"1884","Dr. M. A. Kazi Institute of Chemistry"
"1885","Dr. M. A. Kazi Institute of Chemistry"
"1886","Dr. M. A. Kazi Institute of Chemistry"
"1887","Dr. M. A. Kazi Institute of Chemistry"
"1888","Dr. M. A. Kazi Institute of Chemistry"
"1889","Dr. M. A. Kazi Institute of Chemistry"
"1890","Dr. M. A. Kazi Institute of Chemistry"
"1891","Dr. M. A. Kazi Institute of Chemistry"
"1892","Dr. M. A. Kazi Institute of Chemistry"
"1893","Dr. M. A. Kazi Institute of Chemistry"
"1894","Dr. M. A. Kazi Institute of Chemistry"
"1895","Dr. M. A. Kazi Institute of Chemistry"
"1896","Dr. M. A. Kazi Institute of Chemistry"
"1897","Dr. M. A. Kazi Institute of Chemistry"
"1898","Dr. M. A. Kazi Institute of Chemistry"
"1899","Dr. M. A. Kazi Institute of Chemistry"
"1900","Dr. M. A. Kazi Institute of Chemistry"
"1901","Dr. M. A. Kazi Institute of Chemistry"
"1902","Dr. M. A. Kazi Institute of Chemistry"
"1903","Dr. M. A. Kazi Institute of Chemistry"
"1904","Dr. M. A. Kazi Institute of Chemistry"
"1905","Dr. M. A. Kazi Institute of Chemistry"
"1906","Dr. M. A Kazi Institute of Chemistry"
"1907","Dr. M. A Kazi Institute of Chemistry"
"1908","Dr M.A. Kazi Institute of Chemistry"
"1909","Dr. M.A Kazi Chemistry"
"1910","DMCMC"
"1911","DMCMC"
"1912","DMCMC"
"1913","DMCMC"
"1914","DMCMC"
"1915","DMCMC"
"1916","Directorate of Maintenance"
"1917","Directorate of Maintenance"
"1918","Directorate of Estates"
"1919","Directorate of Estates"
"1920","Directorate of Estates"
"1921","Directorate of Estates"
"1922","Directorate of Estates"
"1923","Directorate of Estates"
"1924","Directorate of Estates"
"1925","Directorate of Estates"
"1926","Directorate of Estates"
"1927","Directorate of Estates"
"1928","Directorate of Estates"
"1929","Directorate of Estate"
"1930","Directorate of Colleges"
"1931","Directorate of Campus Security"
"1932","Directorate of Campus Security"
"1933","Directorate of Campus Security"
"1934","Directorate of Campus Security"
"1935","Directorate of Campus Security"
"1936","Directorate of Campus Security"
"1937","Directorate of Campus Security"
"1938","Directorate of Campus Security"
"1939","Directorate of Campus Security"
"1940","Directorate of Campus Security"
"1941","Directorate of Campus Security"
"1942","Directorate of Campus Security"
"1943","Directorate of Campus Security"
"1944","Directorate of Campus Security"
"1945","Directorate of Campus Security"
"1946","Directorate of Campus Security"
"1947","Directorate of Campus Security"
"1948","Directorate of Campus Security"
"1949","Directorate of Campus Security"
"1950","Directorate of Campus Security"
"1951","Directorate of Campus Security"
"1952","Directorate of Campus Security"
"1953","Directorate of Campus Security"
"1954","Directorate of Campus Security"
"1955","Directorate of Campus Security"
"1956","Directorate of Campus Security"
"1957","Directorate of Campus Security"
"1958","Directorate of Campus Security"
"1959","Directorate of Campus Security"
"1960","Directorate of Campus Security"
"1961","Directorate of Campus Security"
"1962","Directorate of Campus Security"
"1963","Directorate of Campus Security"
"1964","Directorate of Campus Security"
"1965","Directorate of Campus Security"
"1966","Directorate of Campus Security"
"1967","Directorate of Campus Security"
"1968","Directorate of Campus Security"
"1969","Directorate of Campus Security"
"1970","Directorate of Campus Security"
"1971","Directorate of Campus Security"
"1972","Directorate of Campus Security"
"1973","Directorate of Campus Security"
"1974","Directorate of Campus Security"
"1975","Directorate of Campus Security"
"1976","Directorate of Campus Security"
"1977","Directorate of Campus Security"
"1978","Directorate of Campus Security"
"1979","Directorate of Campus Security"
"1980","Directorate of Campus Security"
"1981","Directorate of Campus Security"
"1982","Directorate of Campus Security"
"1983","Directorate of Campus Security"
"1984","Directorate of Campus Security"
"1985","Directorate of Campus Security"
"1986","Directorate of Campus Security"
"1987","Directorate of Campus Security"
"1988","Directorate of Campus Security"
"1989","Directorate of Campus Security"
"1990","Directorate of Campus Security"
"1991","Directorate of Campus Security"
"1992","Directorate of Campus Security"
"1993","Directorate of Campus Security"
"1994","Directorate of Campus Security"
"1995","Directorate of Campus Security"
"1996","Directorate of Campus Security"
"1997","Directorate of Campus Security"
"1998","Directorate of Campus Security"
"1999","Directorate of Campus Security"
"2000","Directorate of Campus Security"
"2001","Directorate of Campus Security"
"2002","Directorate of Campus Security"
"2003","Directorate of Campus Security"
"2004","Directorate of Campus Security"
"2005","Directorate of Campus Security"
"2006","Directorate of Campus Security"
"2007","Directorate of Campus Security"
"2008","Directorate of Campus Security"
"2009","Directorate of Campus Security"
"2010","Directorate of Campus Security"
"2011","Directorate of Campus Security"
"2012","Directorate of Campus Security"
"2013","Directorate of Campus Security"
"2014","Directorate of Campus Security"
"2015","Directorate of Campus Security"
"2016","Directorate of Campus Security"
"2017","Directorate of Campus Security"
"2018","Directorate of Campus Security"
"2019","Directorate of Campus Security"
"2020","Directorate of Campus Security"
"2021","Directorate of Campus Security"
"2022","Directorate of Campus Security"
"2023","Directorate of Campus Security"
"2024","Directorate of Campus Security"
"2025","Directorate of Campus Security"
"2026","Directorate of Campus Security"
"2027","Directorate of Campus Security"
"2028","Directorate of Campus Security"
"2029","Directorate of Campus Security"
"2030","Directorate of Campus Security"
"2031","Directorate of Campus Security"
"2032","Directorate of Campus Security"
"2033","Directorate of Campus Security"
"2034","Directorate of Campus Security"
"2035","Directorate of Campus Security"
"2036","Directorate of Campus Security"
"2037","Directorate of Campus Security"
"2038","Directorate of Campus Security"
"2039","Directorate of Campus Security"
"2040","Directorate of Campus Security"
"2041","Directorate of Campus Security"
"2042","Directorate of Campus Security"
"2043","Directorate of Campus Security"
"2044","Directorate of Campus Security"
"2045","Directorate of Campus Security"
"2046","Directorate of Campus Security"
"2047","Directorate of Campus Security"
"2048","Directorate of Campus Security"
"2049","Directorate of Campus Security"
"2050","Directorate of Campus Security"
"2051","Directorate of Campus Security"
"2052","Directorate of Campus Security"
"2053","Directorate of Campus Security"
"2054","Directorate of Campus Security"
"2055","Directorate of Campus Security"
"2056","Directorate of Campus Security"
"2057","Directorate of Campus Security"
"2058","Directorate of Campus Security"
"2059","Directorate of Campus Security"
"2060","Directorate of Campus Security"
"2061","Directorate of Campus Security"
"2062","Directorate of Campus Security"
"2063","Directorate of Campus Security"
"2064","Directorate of Campus Security"
"2065","Directorate of Campus Security"
"2066","Directorate of Campus Security"
"2067","Directorate of Campus Security"
"2068","Directorate of Campus Security"
"2069","Directorate of Campus Security"
"2070","Directorate of Campus Security"
"2071","Directorate of Campus Security"
"2072","Directorate of Campus Security"
"2073","Directorate of Campus Security"
"2074","Directorate of Campus Security"
"2075","Directorate of Campus Security"
"2076","Directorate of Campus Security"
"2077","Directorate of Campus Security"
"2078","Directorate of Campus Security"
"2079","Directorate of Campus Security"
"2080","Directorate of Campus Security"
"2081","Directorate of Campus Security"
"2082","Directorate of Campus Security"
"2083","Directorate of Campus Security"
"2084","Directorate of Campus Security"
"2085","Directorate of Campus Security"
"2086","Directorate of Campus Security"
"2087","Directorate of Campus Security"
"2088","Directorate of Campus Security"
"2089","Directorate of Campus Security"
"2090","Directorate of Campus Security"
"2091","Directorate of Campus Security"
"2092","Directorate of Campus Security"
"2093","Directorate of Campus Security"
"2094","Directorate of Campus Security"
"2095","Directorate of Campus Security"
"2096","Directorate of Campus Security"
"2097","Directorate of Campus Security"
"2098","Directorate of Campus Security"
"2099","Directorate of Campus Security"
"2100","Directorate of Campus Security"
"2101","Directorate of Campus Security"
"2102","Directorate of Campus Security"
"2103","Directorate of Campus Security"
"2104","Directorate of Campus Security"
"2105","Directorate of Campus Security"
"2106","Directorate of Campus Security"
"2107","Directorate of Campus Security"
"2108","Directorate of Campus Security"
"2109","Directorate of Campus Security"
"2110","Directorate of Campus Security"
"2111","Directorate of Campus Security"
"2112","Directorate of Campus Security"
"2113","Directorate of Campus Security"
"2114","Directorate of Campus Security"
"2115","Directorate of Campus Security"
"2116","Directorate of Campus Security"
"2117","Directorate of Campus Security"
"2118","Directorate of Campus Security"
"2119","Directorate of Campus Security"
"2120","Directorate of Campus Security"
"2121","Directorate of Campus Security"
"2122","Directorate of Campus Security"
"2123","Directorate of Campus Security"
"2124","Directorate of Campus Security"
"2125","Directorate of Campus Security"
"2126","Directorate of Campus Security"
"2127","Directorate of Campus Security"
"2128","Directorate of Campus Security"
"2129","Directorate of Campus Security"
"2130","Directorate of Campus Security"
"2131","Directorate of Campus Security"
"2132","Directorate of Campus Security"
"2133","Directorate of Campus Security"
"2134","Directorate of Campus Security"
"2135","Directorate of Campus Security"
"2136","Directorate of Campus Security"
"2137","Directorate of Campus Security"
"2138","Directorate of Campus Security"
"2139","Directorate of Campus Security"
"2140","Directorate of Campus Security"
"2141","Deptt: of Physiology"
"2142","Deptt: of Physiology"
"2143","Deptt: of Physiology"
"2144","Deptt: of Library & Information Sciences"
"2145","Deptt: of Fresh W. Biology & Fish:"
"2146","Deptt: of English"
"2147","Deptt. Of Science & Tehnical Education, Hyd"
"2148","Department of Public Management Science"
"2149","Department of Anthropology & Archeology"
"2150","Department of Anthropology"
"2151","Dean, Natural Sciences"
"2152","Dean, F/Arts"
"2153","Dean, F. of Social Science"
"2154","Dean F N Sciences"
"2155","Dean F C&B Admn."
"2156","Dadu Campus"
"2157","Dadu Campus"
"2158","Dadu Campus"
"2159","Dadu Campus"
"2160","CSS/PCS Coaching Classes"
"2161","C.SS./PC Coaching Classes"
"2162","Crimnology Deptt."
"2163","Complaint Cell"
"2164","Central Scientific Store"
"2165","Central Scientific Store"
"2166","Central Scientific Store"
"2167","Central Library"
"2168","Central Library"
"2169","Allama I.I. Kazi Central Library"
"2170","Allama I. I. Kazi Central Library"
"2171","Campus Security"
"2172","Campus Security"
"2173","Campus Security"
"2174","Burear of Stags"
"2175","Boys Hostels"
"2176","Boys Hostels"
"2177","Boys Hostel"
"2178","Allama Iqbal (Boys) Hostel"
"2179","Benazir Chair"
"2180","Benazir Bhutto Chair & Convention Centre"
"2181","At Administration (under suspension)"
"2182","Arts Faculty Building"
"2183","Arts Faculty Building"
"2184","Arts Faculty Building"
"2185","Arts Faculty Building"
"2186","Arts Faculty Building"
"2187","Arts Faculty Building"
"2188","Arts Faculty Building"
"2189","Arts Faculty Building"
"2190","Arts Faculty Building"
"2191","Arts Faculty Building"
"2192","Arts Faculty Building"
"2193","Arts Faculty Building"
"2194","Arts & Design"
"2195","Alllama I.I Kazi Library"
"2196","AllamaI.I kazi Library"
"2197","Allama I.I. Kazi Library"
"2198","Allama I.I. Kazi Library"
"2199","Allama I.I. Kazi Library"
"2200","Allama I.I. Kazi Library"
"2201","Allama I.I. Kazi Library"
"2202","Allama I.I. Kazi Library"
"2203","Allama I.I. Kazi Library"
"2204","Allama I.I. Kazi Library"
"2205","Allama I.I. Kazi Library"
"2206","Allama I.I. Kazi Library"
"2207","Allama I.I. Kazi Library"
"2208","Allama I.I. Kazi Library"
"2209","Allama I.I. Kazi Library"
"2210","Allama I.I. Kazi Library"
"2211","Allama I.I. Kazi Library"
"2212","Allama I.I. Kazi Library"
"2213","Allama I.I. Kazi Library"
"2214","Allama I.I. Kazi Library"
"2215","Allama I.I. Kazi Library"
"2216","Allama I.I. Kazi Library"
"2217","Allama I.I. Kazi Library"
"2218","Allama I.I. Kazi Library"
"2219","Allama I.I. Kazi Library"
"2220","Allama I.I. Kazi Library"
"2221","Allama I.I. Kazi Library"
"2222","Allama I.I. Kazi Library"
"2223","Allama I.I. Kazi Library"
"2224","Allama I.I. Kazi Library"
"2225","Allama I.I Kazi Library,"
"2226","Allama I.I Kazi Library"
"2227","Allama I.I Kazi Library"
"2228","Allama I.I Kazi Library"
"2229","Allama I.I Kazi Library"
"2230","Allama I.I Kazi Library"
"2231","Allama I.I Kazi Library"
"2232","Allama I.I Kazi Library"
"2233","Allama I.I Kazi Library"
"2234","Allama I.I Kazi Library"
"2235","Allama I.I Kazi Library"
"2236","Allama I.I Kazi Library"
"2237","Allama I. I. Kazi Library,r"
"2238","Allama I. I. Kazi Library"
"2239","Allama I. I. Kazi Library"
"2240","Allama I. I. Kazi Library"
"2241","Allama I. I. Kazi Library"
"2242","Allama I. I. Kazi Library"
"2243","Allama I. I. Kazi Library"
"2244","Allama I. I. Kazi Library"
"2245","Allama I. I. Kazi Library"
"2246","Allama I. I. Kazi Library"
"2247","Allama I. I. Kazi Library"
"2248","Allama I. I. Kazi Library"
"2249","Allama I. I. Kazi Library"
"2250","Allama I. I. Kazi Library"
"2251","Allama I. I. Kazi Library"
"2252","Allama I. I. Kazi Library"
"2253","Allama I. I Kazi Library"
"2254","Allama I. I Kazi Library"
"2255","Allama I I Kazi Library"
"2256","Allama I I Kazi Library"
"2257","Allam I.I Kazi Library"
"2258","Allam I.I Kazi Library"
"2259","Allama I I kazi library"
"2260","Allama. I. I. Kazi Memorial Society"
"2261","Allama I.I Kazi Memorial Society"
"2262","Allama Iqbal Hostel"
"2263","Allama Ghulam Mustafa Qasmi Chair"
"2264","Advanced Research Studies Studies"
"2265","Admn.Teach"
"2266","Admn. Teach."
"2267","Admn. (Teach.)"
"2268","Admn. Branch"
"2269","Admn. Branch"
"2270","Admin. Branch"
"2271","Admn."
"2272","Admissions Cell"
"2273","Admissions Cell"
"2274","Admissions Cell"
"2275","Admissions Cell"
"2276","Admissions Cell"
"2277","Admissions Cell"
"2278","Admissions Cell"
"2279","Admissions Cell"
"2280","Admissions Cell"
"2281","Admissions Cell"
"2282","Admissions Cell"
"2283","Admissions Cell"
"2284","Admissions Cell"
"2285","Admission..s Cell"
"2286","Admission Cell"
"2287","Admission Cell"
"2288","Admission Cell"
"2289","Admission Cell"
"2290","Admission Cell"
"2291","Admission Cell"
"2292","Admission Cell"
"2293","Admission Cell"
"2294","Adminstration Branch"
"2295","Administration Branch Teaching side"
"2296","Administration Branch Teaching side"
"2297","Administration Branch Teaching side"
"2298","Administration Branch Teaching side"
"2299","Administration Branch Teach"
"2300","Administration Branch (Teach:)"
"2301","Administration Branch (Teach.)"
"2302","Administration Branch (Teach )"
"2303","Administration Branch"
"2304","Administration Branch"
"2305","Administration Branch"
"2306","Administration Branch"
"2307","Administration Branch"
"2308","Administration Branch"
"2309","Administration Branch"
"2310","Administration Branch"
"2311","Administration Branch"
"2312","Administration Branch"
"2313","Administration Branch"
"2314","Administration Branch"
"2315","Administration Branch"
"2316","Administration Branch"
"2317","Administration Branch"
"2318","Administration Branch"
"2319","Administration Branch"
"2320","Administration Branch"
"2321","Administration Branch"
"2322","Administration Branch"
"2323","Administration Branch"
"2324","Administration Branch"
"2325","Administration Branch"
"2326","Administration Branch"
"2327","Administration Branch"
"2328","Administration Branch"
"2329","Administration Branch"
"2330","Administration Building"
"2331","Administration (Teach.)"
